title,score,score_phrase,platform,genre,release_year,release_month,release_day
Oddworld: Stranger's Wrath HD,7.5,Good,PlayStation Vita,"Action, Adventure",2012,12,19
Oddworld: Stranger's Wrath HD,7.5,Good,PlayStation 3,"Action, Adventure",2011,12,22
Oio,7.5,Good,PC,Platformer,2011,10,10
Oni,7.5,Good,PC,Action,2001,1,30
Open Season,7.5,Good,Game Boy Advance,"Action, Adventure",2006,9,28
Operation Flashpoint: Red River,7.5,Good,PC,Shooter,2011,4,21
Operation Flashpoint: Red River,7.5,Good,Xbox 360,Shooter,2011,4,21
Overlord: Dark Legend,7.5,Good,Wii,Adventure,2009,6,23
Pac-Man Championship Edition 2,7.5,Good,PC,Action,2016,9,13
Pac-Man Remix,7.5,Good,iPhone,Action,2009,8,5
Painkiller: Battle out of Hell,7.5,Good,PC,Shooter,2004,11,11
Paper Wars: Cannon Fodder,7.5,Good,Wii,Strategy,2011,12,8
Parcel Panic: Post Car Racer 3D,7.5,Good,iPhone,Racing,2010,1,11
Patchwork Heroes,7.5,Good,PlayStation Portable,Action,2010,3,23
PayDay: The Heist,7.5,Good,PlayStation 3,Shooter,2011,10,18
Penumbra: Requiem,7.5,Good,PC,Action,2008,9,12
People's Choice Hangman,7.5,Good,Wireless,Trivia,2007,5,17
Perfect World,7.5,Good,PC,RPG,2009,1,29
Persona,7.5,Good,PlayStation,RPG,1997,10,20
Petz: Hamsterz 2,7.5,Good,Nintendo DS,Virtual Pet,2008,1,11
Petz: Wild Animals -- Dolphinz,7.5,Good,Nintendo DS,Virtual Pet,2007,10,29
Phantom Crash,7.5,Good,Xbox,Action,2002,11,4
Pictionary [2010],7.5,Good,Wii,Trivia,2010,12,3
Pilotwings,7.5,Good,Wii,Flight,2010,2,3
Pinball Dragon,7.5,Good,Wireless,Pinball,2004,3,19
Pirates of the Caribbean,7.5,Good,Xbox,"Action, RPG",2003,7,2
Pix'n Love Rush DX,7.5,Good,iPad,Action,2010,12,28
Piyotama,7.5,Good,PlayStation 3,Puzzle,2007,8,9
Piyotama,7.5,Good,PlayStation Portable,Puzzle,2010,7,28
Platinum Sudoku,7.5,Good,Nintendo DS,Puzzle,2007,8,13
Pocket Chef,7.5,Good,iPhone,Simulation,2010,2,4
Pocket League Story,7.5,Good,Android,"Sports, Simulation",2011,10,5
Pocket League Story,7.5,Good,iPhone,"Sports, Simulation",2012,1,18
Pokemon Colosseum,7.5,Good,GameCube,RPG,2004,3,22
Pokemon Snap,7.5,Good,Wii,"Action, Simulation",2007,12,11
Pokemon Stadium 2,7.5,Good,Nintendo 64,Battle,2001,3,26
Poker Smash,7.5,Good,Xbox 360,Card,2008,2,6
PokéPark Wii: Pikachu's Adventure,7.5,Good,Wii,Adventure,2010,11,2
Polar Panic,7.5,Good,Xbox 360,Action,2010,1,5
Pop 'Em Drop 'Em Samegame,7.5,Good,Wii,Puzzle,2009,3,24
Pop Cutie! Street Fashion Simulation,7.5,Good,Nintendo DS,Simulation,2008,10,3
Pop Island,7.5,Good,Nintendo DSi,Adventure,2009,12,11
Port Royale 2: Cartels Construction & Conquest,7.5,Good,PC,Simulation,2004,10,6
Primrose,7.5,Good,Nintendo DSi,,2010,7,21
Pro Race Driver,7.5,Good,PC,Racing,2003,4,21
Prototype,7.5,Good,PC,Action,2009,6,10
Prototype,7.5,Good,PlayStation 3,Action,2009,6,10
Prototype,7.5,Good,Xbox 360,Action,2009,6,9
Puzzle Fever,7.5,Good,Nintendo DSi,Puzzle,2011,7,17
Puzzle Scape,7.5,Good,PlayStation Portable,"Puzzle, Action",2007,6,4
Puzzlings,7.5,Good,iPhone,Puzzle,2009,7,17
Pyramid Bloxx,7.5,Good,iPhone,Puzzle,2009,5,5
Pyramids,7.5,Good,Nintendo 3DS,"Puzzle, Action",2011,10,27
Quake II Mission Pack: Ground Zero,7.5,Good,PC,Shooter,1998,10,19
R-Type,7.5,Good,Wii,Shooter,2007,1,12
RC Cars,7.5,Good,PC,Racing,2003,12,23
Rails Across America,7.5,Good,PC,Strategy,2001,10,15
Rally Cross 2,7.5,Good,PlayStation,Racing,1998,11,3
Ratatouille,7.5,Good,Wireless,Action,2007,6,29
Raw Danger,7.5,Good,PlayStation 2,Adventure,2008,2,7
RayStorm,7.5,Good,PlayStation,Action,1997,9,11
Rayman Golf,7.5,Good,Wireless,Sports,2004,4,16
Recettear: An Item Shop's Tale,7.5,Good,PC,RPG,2010,9,21
Record of Agarest War,7.5,Good,PlayStation 3,"Strategy, RPG",2010,5,6
Record of Agarest War,7.5,Good,Xbox 360,"Strategy, RPG",2010,5,5
Red Dead Revolver,7.5,Good,Xbox,Action,2004,4,30
Reggie Bush Pro Football 2007,7.5,Good,Wireless,Sports,2007,2,27
Ren & Stimpy Pinball,7.5,Good,Wireless,Pinball,2004,3,2
Renegade Racers,7.5,Good,PC,Racing,2000,6,21
Republique -- Episode 2: Metamorphosis,7.5,Good,iPhone,Adventure,2014,5,1
Resident Evil 5: Lost in Nightmares,7.5,Good,PlayStation 3,Action,2010,2,19
Resident Evil 5: Lost in Nightmares,7.5,Good,Xbox 360,Action,2010,2,18
Resident Evil Revelations,7.5,Good,PlayStation 3,"Action, Adventure",2013,5,20
Resident Evil Revelations,7.5,Good,Xbox 360,"Action, Adventure",2013,5,20
Resident Evil Revelations,7.5,Good,PC,"Action, Adventure",2013,5,20
Resident Evil Revelations,7.5,Good,Wii U,"Action, Adventure",2013,5,20
Resident Evil Revelations 2 -- Episode 3,7.5,Good,Xbox One,"Action, Adventure",2015,3,10
Rhiannon: Curse of the Four Branches,7.5,Good,PC,Adventure,2008,11,14
Ricochet: Lost Worlds,7.5,Good,Xbox,Shooter,2004,11,1
Riddim Ribbon feat. Black Eyed Peas,7.5,Good,iPhone,Music,2010,2,11
Ridge Racer DS,7.5,Good,Nintendo DS,Racing,2004,12,1
Ridge Racer [1995],7.5,Good,PlayStation,Racing,1996,11,25
Risk: Factions,7.5,Good,PC,Strategy,2011,3,15
Roadsters,7.5,Good,Nintendo 64,Racing,2000,1,6
Robert Ludlum's The Bourne Conspiracy,7.5,Good,Xbox 360,"Action, Adventure",2008,6,3
Robotron: 2084,7.5,Good,Xbox 360,Shooter,2005,12,2
Rock Band Reloaded,7.5,Good,iPhone,Music,2010,12,6
Rock of Ages,7.5,Good,Xbox 360,Action,2011,9,19
Rock of Ages,7.5,Good,PC,Action,2011,9,19
Rocket Knight,7.5,Good,Xbox 360,Platformer,2010,5,12
Rocket Knight,7.5,Good,PlayStation 3,Platformer,2010,5,20
Rocketbirds: Hardboiled Chicken,7.5,Good,PlayStation 3,Platformer,2011,10,18
Rogue Ops,7.5,Good,GameCube,"Action, Adventure",2003,10,29
Rogue Ops,7.5,Good,Xbox,"Action, Adventure",2003,10,29
Rogue Ops,7.5,Good,PlayStation 2,"Action, Adventure",2003,10,29
Romance of the Three Kingdoms VI: Awakening of the Dragon,7.5,Good,PlayStation,Simulation,2000,4,26
Root Beer Tapper,7.5,Good,Wireless,Action,2005,2,11
Rubik's Games,7.5,Good,PC,Puzzle,2000,1,3
Rytmik,7.5,Good,Nintendo DSi,Music,2010,8,27
Rytmik Retrobits,7.5,Good,Nintendo DSi,Music,2011,12,22
S.C.A.T.: Special Cybernetic Attack Team,7.5,Good,Wii,Shooter,2011,2,8
SOCOM: U.S. Navy SEALs,7.5,Good,PlayStation 2,Action,2002,8,26
SSX Out of Bounds,7.5,Good,N-Gage,Sports,2005,1,22
Sacred 2: Fallen Angel,7.5,Good,PC,RPG,2008,11,12
Samba de Amigo,7.5,Good,Wii,Music,2008,9,16
Samurai Shodown III: Blades of Blood,7.5,Good,Wii,Fighting,2010,9,7
Samurai Warriors: Xtreme Legends,7.5,Good,PlayStation 2,Action,2004,11,15
Saw: The Videogame,7.5,Good,PlayStation 3,Action,2009,10,8
Saw: The Videogame,7.5,Good,Xbox 360,Action,2009,10,8
ScaryGirl,7.5,Good,PlayStation 3,Adventure,2012,1,25
ScaryGirl,7.5,Good,Xbox 360,Adventure,2012,1,20
Scene It? Movie Edition,7.5,Good,Wireless,Trivia,2007,3,22
Scooby-Doo: Jeepers Creepers,7.5,Good,Wireless,Adventure,2003,4,28
Scrap Metal,7.5,Good,Xbox 360,Racing,2010,3,9
Sea World Adventure Park Tycoon,7.5,Good,PC,Simulation,2003,10,22
Second Sight,7.5,Good,PC,"Action, Adventure",2005,2,17
Secret of Mana,7.5,Good,iPhone,"Action, RPG",2010,12,22
Section 8,7.5,Good,Xbox 360,Shooter,2009,9,8
Section 8,7.5,Good,PlayStation 3,Shooter,2010,3,26
Serious Sam HD,7.5,Good,PC,Shooter,2009,12,2
ShadowPlay,7.5,Good,Wii,,2010,1,20
Shadowgrounds,7.5,Good,PC,Action,2006,5,30
Shattered Union,7.5,Good,PC,Strategy,2005,10,31
Sherlock Holmes: Crimes & Punishments,7.5,Good,PlayStation 4,Adventure,2014,9,30
Sherlock Holmes: Crimes & Punishments,7.5,Good,PC,Adventure,2014,9,30
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,7.5,Good,PlayStation 2,RPG,2009,5,19
Shin Megami Tensei: Devil Survivor Overclocked,7.5,Good,Nintendo 3DS,RPG,2011,8,23
Shin Megami Tensei: Persona,7.5,Good,PlayStation Portable,RPG,2009,11,20
Shining Soul II,7.5,Good,Game Boy Advance,"Action, RPG",2004,4,26
Shinobi,7.5,Good,Nintendo 3DS,Action,2011,11,17
Shrek the Third,7.5,Good,Wireless,Action,2007,5,11
Siege Hero,7.5,Good,iPhone,Strategy,2011,8,10
Silent Hill Mobile,7.5,Good,Wireless,Action,2008,11,10
Silent Line: Armored Core,7.5,Good,PlayStation 2,"Action, Simulation",2003,8,1
SimCity Deluxe,7.5,Good,iPhone,Simulation,2010,8,2
SimCity Deluxe HD,7.5,Good,iPad,Simulation,2010,12,14
SimCity [1991],7.5,Good,Wii,Simulation,2006,12,7
SimCity: Cities of Tomorrow,7.5,Good,PC,Simulation,2013,11,20
SingStar '80s,7.5,Good,PlayStation 2,Music,2007,9,7
SingStar '90s,7.5,Good,PlayStation 2,Music,2008,2,13
SingStar Amped,7.5,Good,PlayStation 2,Music,2007,9,7
SingStar Legends,7.5,Good,PlayStation 2,Music,2008,10,14
Sinistar: Unleashed,7.5,Good,PC,Shooter,1999,9,21
Sins of a Solar Empire: Rebellion,7.5,Good,PC,Strategy,2012,6,13
Skater Nation,7.5,Good,iPhone,Sports,2009,12,10
Smart Boy's Toy Club,7.5,Good,Nintendo DS,Party,2008,10,16
Smart Girl's Party Game,7.5,Good,Nintendo DS,Party,2008,10,16
Smash Cars [2003],7.5,Good,PlayStation 2,"Racing, Action",2003,8,22
Snake Galaxy,7.5,Good,iPhone,Puzzle,2009,5,11
Snake Mayhem 2,7.5,Good,Wireless,"Puzzle, Action",2007,9,27
Sneezies,7.5,Good,PlayStation Portable,Puzzle,2010,5,7
Sniper Elite,7.5,Good,PC,Action,2005,11,2
SnoCross Championship Racing,7.5,Good,PlayStation,Racing,2000,8,8
Soccer Superstars,7.5,Good,Android,Sports,2010,9,28
Solarquest,7.5,Good,iPhone,Shooter,2008,9,9
Solipskier,7.5,Good,iPhone,Sports,2010,9,24
Sonic & Knuckles,7.5,Good,Xbox 360,Platformer,2009,9,14
Sonic Free Riders,7.5,Good,Xbox 360,"Racing, Action",2010,11,1
Sonic Gems Collection,7.5,Good,GameCube,"Action, Compilation",2005,8,19
Sonic Jump,7.5,Good,iPhone,Platformer,2012,10,29
Sonic Mega Collection,7.5,Good,GameCube,Compilation,2002,11,12
Sonic Spinball,7.5,Good,Wii,Action,2007,3,27
Sonic the Hedgehog (Master System),7.5,Good,Wii,Action,2008,8,4
Sonic the Hedgehog 4: Episode I,7.5,Good,iPhone,Platformer,2010,10,8
Sorcery,7.5,Good,PlayStation 3,Adventure,2012,5,21
Sorcery Saga: The Curse of the Great Curry God,7.5,Good,PlayStation Vita,RPG,2014,1,8
"Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy, Everything Nicey Limited Edition)",7.5,Good,PlayStation Vita,RPG,2014,1,8
Soul Nomad & The World Eaters,7.5,Good,PlayStation 2,Strategy,2007,10,29
Soulcalibur V,7.5,Good,PlayStation 3,Fighting,2012,1,31
Soulcalibur V,7.5,Good,Xbox 360,Fighting,2012,1,31
Space Colony,7.5,Good,PC,Simulation,2003,10,20
Space Monkey,7.5,Good,iPhone,Action,2008,7,21
Spandex Force,7.5,Good,PC,Puzzle,2008,4,4
Sphinx and the Cursed Mummy,7.5,Good,Wireless,Action,2005,7,13
Spider-Man 2,7.5,Good,Nintendo DS,Action,2004,11,18
Spider-Man [2003],7.5,Good,Wireless,Platformer,2003,12,15
Spider-Man vs. Doc Ock,7.5,Good,Wireless,Action,2004,5,24
Spider-Man: Shattered Dimensions,7.5,Good,Wii,Action,2010,9,7
Spider-Man: Shattered Dimensions,7.5,Good,Nintendo DS,Action,2010,9,8
Splode,7.5,Good,iPhone,Adventure,2010,8,16
Sports Champions,7.5,Good,PlayStation 3,"Sports, Action",2010,9,1
Spyborgs,7.5,Good,Wii,Adventure,2009,9,22
Star Fox Zero,7.5,Good,Wii U,Flight,2016,4,20
Star Wars Battlefront [2004],7.5,Good,PC,Shooter,2004,9,17
Star Wars: Episode III: Revenge of the Sith,7.5,Good,Nintendo DS,Action,2005,5,10
Star Wars: Pit Droids,7.5,Good,PC,"Educational, Puzzle",1999,12,23
Star Wars: The Force Unleashed,7.5,Good,PlayStation Portable,Action,2008,9,15
Star Wars: The Force Unleashed -- Ultimate Sith Edition,7.5,Good,PC,Action,2009,11,2
Star Wars: The Force Unleashed -- Ultimate Sith Edition,7.5,Good,Xbox 360,Action,2009,11,2
Star Wars: The Force Unleashed -- Ultimate Sith Edition,7.5,Good,PlayStation 3,Action,2009,11,2
Star Wars: The Force Unleashed II,7.5,Good,Wii,Action,2010,11,3
StarDrone Extreme,7.5,Good,PlayStation Vita,Action,2012,4,23
StarFront: Collision,7.5,Good,iPhone,Strategy,2011,2,18
Stenches: A Zombie Tale of Trenches,7.5,Good,iPhone,,2010,11,16
Still Life 2,7.5,Good,PC,Adventure,2009,6,17
Stratego: Next Edition,7.5,Good,Nintendo DSi,Board,2011,6,23
Street Fighter II Hyper Fighting,7.5,Good,Xbox 360,Fighting,2006,8,2
Street Fighter II Turbo,7.5,Good,Wii,Fighting,2007,6,29
Street Fighter II: The World Warrior [2007],7.5,Good,Wireless,Fighting,2007,8,3
Street Sk8er 2,7.5,Good,PlayStation,Sports,2000,3,15
Strider,7.5,Good,PlayStation 4,Action,2014,2,18
Strider,7.5,Good,Xbox 360,Action,2014,2,18
Strider,7.5,Good,PlayStation 3,Action,2014,2,18
Strider,7.5,Good,PC,Action,2014,2,18
Strider,7.5,Good,Xbox One,Action,2014,2,18
Strider [1989],7.5,Good,Genesis,Action,2008,2,29
Strike Suit Zero,7.5,Good,PC,Shooter,2013,1,22
"Stubbs the Zombie in ""Rebel without a Pulse""",7.5,Good,PC,Action,2005,12,2
Sudoku Master,7.5,Good,Nintendo DSi,Puzzle,2009,7,1
Super Action Hero,7.5,Good,Wireless,Action,2007,10,31
Super C,7.5,Good,Wii,Action,2007,8,28
Super Collapse 3,7.5,Good,PlayStation Portable,Puzzle,2007,10,24
Super K.O. Boxing 2,7.5,Good,iPhone,Sports,2009,10,2
Super K.O. Boxing 2,7.5,Good,Android,Sports,2010,7,15
Super Mario Land,7.5,Good,Nintendo 3DS,Platformer,2011,6,15
Super Monday Night Combat,7.5,Good,PC,Shooter,2012,5,24
Super Monkey Ball 3D,7.5,Good,Nintendo 3DS,Action,2011,3,25
Super Monkey Ball 3D,7.5,Good,Nintendo 3DS,Action,2011,3,25
Super Sketcher,7.5,Good,Wireless,,2007,9,14
Super Stacker,7.5,Good,PlayStation 3,Puzzle,2010,6,8
Super Star Soldier,7.5,Good,Wii,Shooter,2006,12,8
Super Star Wars: The Empire Strikes Back,7.5,Good,Wii,Action,2009,8,24
Super Star Wars: The Empire Strikes Back,7.5,Good,Super NES,Action,2009,8,24
Super TIME Force,7.5,Good,Xbox One,Shooter,2014,5,14
Super TIME Force,7.5,Good,Xbox 360,Shooter,2014,5,14
Super Turrican 2,7.5,Good,Wii,Action,2008,9,29
Superhot,7.5,Good,PC,Action,2016,2,25
Syndicate,7.5,Good,Xbox 360,Action,2012,2,21
Syndicate,7.5,Good,PlayStation 3,Action,2012,2,21
Syndicate,7.5,Good,PC,Action,2012,2,21
Syphon Filter 3,7.5,Good,PlayStation,Shooter,2001,11,27
T'ai Fu: Wrath of the Tiger,7.5,Good,PlayStation,Action,1999,4,5
Tabula Rasa,7.5,Good,PC,RPG,2007,11,20
Taito Legends 2,7.5,Good,PC,Compilation,2008,1,29
Tales of Destiny,7.5,Good,PlayStation,RPG,1999,2,12
Tales of Phantasia,7.5,Good,Game Boy Advance,RPG,2006,2,28
Tales of the World: Radiant Mythology,7.5,Good,PlayStation Portable,RPG,2007,7,17
Tap Tap Revenge: Coldpay Edition,7.5,Good,iPhone,Music,2009,4,8
Technic Beat,7.5,Good,PlayStation 2,"Music, Action",2004,9,20
Tekken,7.5,Good,PlayStation,Fighting,1996,11,26
Tekken 3D: Prime Edition,7.5,Good,Nintendo 3DS,Fighting,2012,2,14
Tekken Tag Tournament 2,7.5,Good,PlayStation 3,Fighting,2012,9,11
Tekken Tag Tournament 2,7.5,Good,Xbox 360,Fighting,2012,9,11
Tekken Tag Tournament 2: Wii U Edition,7.5,Good,Wii U,Fighting,2012,11,21
Telltale Games' Poker Night 2,7.5,Good,PC,Card,2013,4,30
Telltale Games' Poker Night 2,7.5,Good,Macintosh,Card,2013,4,30
Telltale Games' Poker Night 2,7.5,Good,Xbox 360,Card,2013,4,30
Temple Run,7.5,Good,iPhone,Action,2011,8,17
Test Drive 5,7.5,Good,PlayStation,Racing,1998,10,8
Test Drive Le Mans,7.5,Good,PC,Racing,2000,5,5
Tetris Party Deluxe,7.5,Good,Wii,Puzzle,2010,7,12
Tetris: Axis,7.5,Good,Nintendo 3DS,Puzzle,2011,10,4
Texting of the Bread,7.5,Good,iPhone,Educational,2010,9,27
That's So Raven: Psychic on the Scene,7.5,Good,Nintendo DS,Adventure,2006,12,1
The Binding of Isaac,7.5,Good,PC,RPG,2011,10,11
The Chronicles of Spellborn,7.5,Good,PC,RPG,2009,5,5
The Dishwasher: Vampire Smile,7.5,Good,Xbox 360,Action,2011,4,4
The Earth Defense Force 2017 Portable,7.5,Good,PlayStation Vita,Action,2013,1,14
The Earth Defense Force: Insect Armageddon,7.5,Good,Xbox 360,Action,2011,7,11
The Earth Defense Force: Insect Armageddon,7.5,Good,PlayStation 3,Action,2011,7,11
The Earth Defense Force: Insect Armageddon,7.5,Good,PC,Action,2011,12,15
The Fancy Pants Adventures,7.5,Good,PlayStation 3,Platformer,2011,4,25
The Fancy Pants Adventures,7.5,Good,Xbox 360,Platformer,2011,4,20
The Gladiators: Galactic Circus Games,7.5,Good,PC,Strategy,2003,3,5
The Godfather: The Don's Edition,7.5,Good,PlayStation 3,Action,2007,3,16
The Haunted Mansion,7.5,Good,Wireless,Puzzle,2004,1,21
The Hobbit,7.5,Good,Xbox,"Action, Adventure",2003,11,12
The Hobbit,7.5,Good,PlayStation 2,"Action, Adventure",2003,11,12
The Hobbit,7.5,Good,PC,"Action, Adventure",2003,11,12
The Hobbit,7.5,Good,GameCube,"Action, Adventure",2003,11,11
The House of the Dead: Overkill -- Extended Cut,7.5,Good,PlayStation 3,Shooter,2011,10,24
The Incident [2010],7.5,Good,iPhone,Action,2010,8,11
The Incredible Hulk: Rampage!,7.5,Good,Wireless,Action,2006,3,17
The Italian Job,7.5,Good,PlayStation,Racing,2002,6,18
The Italian Job,7.5,Good,Wireless,Racing,2003,8,26
The Jim and Frank Mysteries: The Blood River Files,7.5,Good,iPhone,Adventure,2010,7,14
The Last Ninja,7.5,Good,Wii,Action,2009,2,26
The Last Ninja,7.5,Good,Commodore 64/128,Action,2009,2,26
The Last Ninja 2: Back with a Vengeance,7.5,Good,Commodore 64/128,"Action, Adventure",2009,9,23
The Last Ninja 2: Back with a Vengeance,7.5,Good,Wii,"Action, Adventure",2009,9,23
The Lord of the Rings: The Fellowship of the Ring,7.5,Good,PlayStation 2,"Action, Adventure",2002,10,17
The Lord of the Rings: The Two Towers,7.5,Good,Wireless,Strategy,2003,5,21
The Misadventures of Tron Bonne,7.5,Good,PlayStation,"Action, Adventure",2000,6,7
The Moon Project,7.5,Good,PC,Strategy,2001,3,19
The Mooniacs,7.5,Good,iPhone,Action,2011,7,1
The Powerpuff Girls: Him and Seek,7.5,Good,Game Boy Advance,Action,2002,12,9
The Price is Right: 2010 Edition,7.5,Good,iPhone,Trivia,2010,3,26
The Price is Right: Cliffhangers,7.5,Good,Wireless,Trivia,2004,6,21
The Punisher [2004],7.5,Good,Wireless,Shooter,2004,4,7
The Saboteur,7.5,Good,PlayStation 3,Action,2009,12,8
The Saboteur,7.5,Good,Xbox 360,Action,2009,12,3
The Saga of Ryzom,7.5,Good,PC,RPG,2004,10,18
The Simpsons Road Rage,7.5,Good,Game Boy Advance,"Racing, Action",2003,6,23
The Sims 2,7.5,Good,PlayStation Portable,Simulation,2005,12,8
The Sims 2: Castaway,7.5,Good,Wii,Simulation,2007,10,24
The Sims 2: Castaway,7.5,Good,PlayStation 2,Simulation,2007,10,24
The Sims 3,7.5,Good,Nintendo DS,Simulation,2010,11,5
The Sims 3,7.5,Good,Wireless,Simulation,2010,11,3
The Sims 3,7.5,Good,PlayStation 3,Simulation,2010,10,29
The Sims 3,7.5,Good,Xbox 360,Simulation,2010,10,29
The Sims 3,7.5,Good,Nintendo 3DS,Simulation,2011,4,12
The Sims 3: Late Night,7.5,Good,PC,Simulation,2010,10,27
The Sims 3: Pets,7.5,Good,PC,Simulation,2011,10,18
The Sims 3: Seasons,7.5,Good,PC,Simulation,2012,12,17
The Sims 4,7.5,Good,PC,Simulation,2014,9,2
The Sims: Livin' Large,7.5,Good,PC,Simulation,2000,8,29
The Spiderwick Chronicles,7.5,Good,Wii,Adventure,2008,2,13
The Spiderwick Chronicles,7.5,Good,PC,Adventure,2008,2,20
The Sting!,7.5,Good,PC,Strategy,2001,8,1
The Urbz: Sims in the City,7.5,Good,GameCube,Simulation,2004,11,9
The Urbz: Sims in the City,7.5,Good,Xbox,Simulation,2004,11,9
The Urbz: Sims in the City,7.5,Good,PlayStation 2,Simulation,2004,11,9
The Walking Dead: Assault,7.5,Good,iPhone,Adventure,2012,12,4
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5,Good,PC,Adventure,2012,10,9
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5,Good,iPad,Adventure,2012,10,9
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5,Good,PlayStation 3,Adventure,2012,10,9
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5,Good,Xbox 360,Adventure,2012,10,9
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5,Good,Macintosh,Adventure,2012,10,9
Theme Park,7.5,Good,Nintendo DS,Simulation,2007,4,11
Thrillville,7.5,Good,PlayStation 2,Simulation,2006,11,21
Thrillville,7.5,Good,PlayStation Portable,Simulation,2006,11,21
Thrillville,7.5,Good,Xbox,Simulation,2006,11,21
Throne of Darkness,7.5,Good,PC,RPG,2001,10,4
Tiger Woods PGA Tour 07,7.5,Good,PC,Sports,2006,10,6
Tiger Woods PGA Tour 07,7.5,Good,Wireless,Sports,2007,2,28
Tiger Woods PGA Tour 08,7.5,Good,PlayStation Portable,Sports,2007,9,13
Tiger Woods PGA Tour 2001,7.5,Good,PC,Sports,2000,12,6
Tiny & Big: Grandpa's Leftovers,7.5,Good,PC,Action,2012,6,22
Titan Attacks!,7.5,Good,PlayStation 4,Shooter,2014,5,12
Titan Attacks!,7.5,Good,PlayStation Vita,Shooter,2014,5,12
Titan Attacks!,7.5,Good,PlayStation 3,Shooter,2014,5,12
To the Moon,7.5,Good,PC,RPG,2011,11,29
Tokobot,7.5,Good,PlayStation Portable,Platformer,2005,12,6
Tom Clancy's Ghost Recon Phantoms,7.5,Good,PC,Shooter,2012,8,29
Tom Clancy's Ghost Recon: Jungle Storm,7.5,Good,Wireless,Shooter,2005,5,5
Tom and Jerry: Cheese Chase,7.5,Good,Wireless,Action,2004,8,2
Tomb Breaker,7.5,Good,iPhone,Puzzle,2013,5,30
Tomb Raider Trilogy,7.5,Good,PlayStation 3,"Adventure, Compilation",2011,3,28
Tomb Raider Underworld,7.5,Good,Xbox 360,"Action, Adventure",2008,11,19
Tony Hawk's American Wasteland,7.5,Good,Wireless,Action,2006,3,10
Tony Hawk's Pro Skater 2x,7.5,Good,Xbox,Sports,2001,11,13
Top Gun 2,7.5,Good,iPhone,Action,2010,8,19
Touch K.O.,7.5,Good,iPhone,Sports,2009,7,28
Tower Bloxx New York,7.5,Good,iPhone,Strategy,2010,5,4
Toy Story 3: The Video Game,7.5,Good,PC,Action,2010,7,6
Toy Story 3: The Video Game,7.5,Good,Wii,Action,2010,6,24
Transformers,7.5,Good,PlayStation 2,Action,2004,5,7
Trauma Team,7.5,Good,Wii,Strategy,2010,4,28
Treasure World,7.5,Good,Nintendo DS,Adventure,2009,7,2
Turbo Turtle Adventure,7.5,Good,Game Boy Advance,Adventure,2002,11,14
Two Cities,7.5,Good,Wireless,Strategy,2003,7,14
Tyco R/C: Assault With A Battery,7.5,Good,PlayStation,Racing,2000,9,15
TЯAPT,7.5,Good,PlayStation 2,Strategy,2005,10,11
UFC Undisputed 2010,7.5,Good,PlayStation Portable,Fighting,2010,9,15
UFO: Aftermath,7.5,Good,PC,Strategy,2003,10,13
UFO: Aftershock,7.5,Good,PC,Strategy,2005,12,2
Ultima Online: Renaissance,7.5,Good,PC,RPG,2000,6,8
Ultimate Beach Volleyball,7.5,Good,Wireless,Sports,2004,7,28
Ultimate Muscle: Path of the Super Hero,7.5,Good,Game Boy Advance,Wrestling,2003,6,3
Ultimate Ride Coaster Deluxe,7.5,Good,PC,Simulation,2002,6,24
Ultimate Ride Disney Coaster,7.5,Good,PC,Strategy,2002,10,18
Uncharted Waters: New Horizons,7.5,Good,Wii,Strategy,2009,4,7
Unit 13,7.5,Good,PlayStation Vita,Shooter,2012,3,6
Uno / Skip-Bo,7.5,Good,Game Boy Advance,"Card, Compilation",2006,11,22
Uno [2010],7.5,Good,PlayStation Portable,Card,2010,4,26
Until Dawn,7.5,Good,PlayStation 4,Adventure,2015,8,24
Uplink: Hacker Elite,7.5,Good,PC,Strategy,2003,4,30
VVVVVV,7.5,Good,PC,Platformer,2010,2,10
VVVVVV,7.5,Good,Nintendo 3DS,Platformer,2012,1,2
Valis III,7.5,Good,Genesis,Adventure,2008,4,21
Vectorman,7.5,Good,Wireless,Platformer,2004,3,17
Velocispider,7.5,Good,iPhone,Shooter,2011,6,13
Virtua Racing Deluxe,7.5,Good,Sega 32X,Racing,2008,11,12
Virtua Tennis 4: World Tour Edition,7.5,Good,PlayStation Vita,Sports,2012,2,22
